,Fighter_name,Average_significant_strikes,Average_takedowns,Average_submission_attempts,Average_knockdowns,Average_activity,Wins,Loss,Winrate,Weight_class
1409,Tiago dos Santos e Silva,44.25,0.5,0.25,0.0,45.0,2.0,2.0,0.5,['Featherweight' 'Lightweight']
1410,Bill Algeo,72.12,0.88,0.12,0.25,73.37,5.0,3.0,0.62,['Featherweight']
1411,Khalil Rountree Jr.,26.62,0.0,0.0,0.92,27.540000000000003,8.0,5.0,0.62,['Light Heavyweight']
1412,Tim Means,51.61,0.79,0.11,0.39,52.9,15.0,13.0,0.54,['Welterweight' 'Lightweight']
1413,Ryan Couture,37.0,0.5,0.0,0.0,37.5,0.0,2.0,0.0,['Lightweight']
1414,Luiz Dutra,21.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,['Welterweight']
1415,James Irvin,6.0,0.0,0.11,0.33,6.44,3.0,6.0,0.33,['Light Heavyweight' 'Middleweight' 'Heavyweight']
1416,Richie Smullen,7.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,['Lightweight']
1417,Felipe Silva,27.0,0.33,0.0,0.67,28.0,1.0,2.0,0.33,['Lightweight']
1418,Yuta Sasaki,15.44,1.44,0.56,0.0,17.439999999999998,4.0,5.0,0.44,['Flyweight' 'Bantamweight']
1419,Maheshate,21.33,0.0,0.0,0.67,22.0,1.0,2.0,0.33,['Lightweight']
1420,Josh Quinlan,50.0,1.0,0.0,0.0,51.0,0.0,1.0,0.0,['Welterweight']
1421,Ronny Markes,25.0,2.4,0.4,0.0,27.799999999999997,3.0,2.0,0.6,['Middleweight' 'Light Heavyweight']
1422,Chris Weidman,26.38,2.19,0.62,0.19,29.380000000000003,10.0,6.0,0.62,['Middleweight' 'Light Heavyweight']
1423,Chris Tickle,16.0,1.0,2.0,0.0,19.0,0.0,1.0,0.0,['Lightweight']
1424,Michal Oleksiejczuk,30.0,0.18,0.0,0.64,30.82,7.0,4.0,0.64,['Middleweight' 'Light Heavyweight']
1425,Isaac Dulgarian,35.0,1.0,0.0,0.0,36.0,1.0,0.0,1.0,['Featherweight']
1426,Renato Verissimo,11.0,1.0,2.33,0.0,14.33,1.0,2.0,0.33,['Welterweight']
1427,Pat Miletich,15.38,1.25,0.38,0.12,17.130000000000003,6.0,2.0,0.75,['Middleweight' 'Welterweight' 'Lightweight']
1428,Polyana Viana,22.89,0.44,1.0,0.11,24.44,4.0,5.0,0.44,"[""Women's Strawweight"" ""Women's Flyweight""]"
1429,Jerry Bohlander,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,['Middleweight']
1430,Jonny Parsons,63.0,0.0,0.0,2.0,65.0,1.0,0.0,1.0,['Welterweight']
1431,Akira Corassani,27.6,0.4,0.0,0.0,28.0,2.0,3.0,0.4,['Featherweight']
1432,Ricky Simon,34.8,4.3,0.4,0.4,39.89999999999999,8.0,2.0,0.8,['Bantamweight' 'Featherweight']
1433,Marnic Mann,8.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,"[""Women's Strawweight""]"
1434,Josh Bryant,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,['Middleweight']
1435,Billy Goff,40.0,0.0,0.0,1.0,41.0,1.0,0.0,1.0,['Welterweight']
1436,Rick Davis,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,['Lightweight']
1437,KB Bhullar,36.0,0.0,0.0,0.0,36.0,0.0,2.0,0.0,['Middleweight']
1438,Timothy Johnson,40.57,0.86,0.0,0.14,41.57,4.0,3.0,0.57,['Heavyweight']
1439,Ryan Jensen,12.5,0.5,0.62,0.12,13.739999999999998,2.0,6.0,0.25,['Middleweight']
1440,Joao Zeferino,12.5,0.5,1.0,0.0,14.0,0.0,2.0,0.0,['Welterweight' 'Middleweight']
1441,Tamires Vidal,38.5,0.0,0.5,0.5,39.5,1.0,1.0,0.5,"[""Women's Bantamweight""]"
1442,Chase Gormley,5.0,0.5,0.5,0.0,6.0,0.0,2.0,0.0,['Heavyweight']
1443,Kelvin Gastelum,43.29,0.88,0.12,0.29,44.58,12.0,5.0,0.71,['Welterweight' 'Middleweight']
1444,Ray Rodriguez,2.0,0.5,0.0,0.0,2.5,0.0,2.0,0.0,['Bantamweight' 'Featherweight']
1445,Ben Sosoli,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,['Heavyweight']
1446,Hu Yaozong,41.67,0.0,0.33,0.0,42.0,0.0,3.0,0.0,['Middleweight' 'Light Heavyweight' 'Heavyweight']
1447,Ricardo Funch,23.75,0.75,0.0,0.0,24.5,0.0,4.0,0.0,['Welterweight']
1448,Ike Villanueva,15.33,0.17,0.0,0.17,15.67,1.0,5.0,0.17,['Light Heavyweight' 'Heavyweight']
1449,Guram Kutateladze,66.67,0.67,0.0,0.33,67.67,1.0,2.0,0.33,['Lightweight']
1450,Jesse Taylor,12.5,1.5,1.0,0.0,15.0,1.0,1.0,0.5,['Middleweight' 'Welterweight']
1451,Josh Thomson,29.67,1.17,0.0,0.33,31.17,3.0,3.0,0.5,['Lightweight']
1452,Brandon Jenkins,29.5,0.0,0.0,0.0,29.5,0.0,2.0,0.0,['Lightweight']
1453,Bruna Brasil,35.5,1.0,0.0,0.0,36.5,1.0,1.0,0.5,"[""Women's Strawweight""]"
1454,Kris Moutinho,40.5,0.0,0.0,0.0,40.5,0.0,2.0,0.0,['Bantamweight']
1455,Joe Proctor,27.75,0.0,1.0,0.25,29.0,4.0,4.0,0.5,['Welterweight' 'Lightweight']
1456,Joe Riggs,11.82,1.0,0.18,0.0,13.0,4.0,7.0,0.36,['Middleweight' 'Welterweight']
1457,Sione Latu,9.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,['Heavyweight']
1458,Kay Hansen,43.25,1.75,0.75,0.0,45.75,1.0,3.0,0.25,"[""Women's Strawweight"" ""Women's Flyweight""]"
1459,Josiane Nunes,84.0,0.0,0.0,1.0,85.0,3.0,0.0,1.0,"[""Women's Featherweight"" ""Women's Bantamweight""]"
1460,Matt Van Buren,51.0,0.0,0.0,0.0,51.0,0.0,2.0,0.0,['Light Heavyweight']
1461,Ben Wall,2.5,0.0,0.0,0.0,2.5,0.0,2.0,0.0,['Lightweight' 'Welterweight']
1462,Alex Chambers,27.0,1.4,0.6,0.0,29.0,1.0,4.0,0.2,"[""Women's Strawweight""]"
1463,Antonio Arroyo,25.0,0.5,0.0,0.0,25.5,0.0,2.0,0.0,['Middleweight']
1464,Bentley Syler,15.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,['Flyweight']
1465,Dave Strasser,31.0,0.5,0.0,0.0,31.5,1.0,1.0,0.5,['Welterweight']
1466,Nick Aguirre,9.5,1.0,0.5,0.0,11.0,0.0,2.0,0.0,['Bantamweight' 'Featherweight']
1467,Matt Grice,36.0,1.29,0.29,0.43,38.01,2.0,5.0,0.29,['Featherweight' 'Lightweight']
1468,Alejandro Perez,36.85,0.38,0.23,0.08,37.54,9.0,4.0,0.69,['Featherweight' 'Bantamweight']
1469,Quinton Jackson,30.56,0.44,0.0,0.67,31.67,6.0,3.0,0.67,['Light Heavyweight']
1470,Adam Wieczorek,20.67,0.33,0.33,0.0,21.33,2.0,1.0,0.67,['Heavyweight']
1471,Chris Dempsey,12.75,1.0,0.0,0.0,13.75,1.0,3.0,0.25,['Middleweight' 'Light Heavyweight']
1472,Alexander Munoz,53.67,2.67,0.0,0.33,56.67,1.0,2.0,0.33,['Lightweight']
1473,Clayton Carpenter,3.0,0.0,3.0,0.0,6.0,1.0,0.0,1.0,['Flyweight']
1474,Justin Frazier,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,['Heavyweight']
1475,Anthony Birchak,20.5,0.17,0.17,0.33,21.17,2.0,4.0,0.33,['Bantamweight']
1476,Brian Gassaway,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,['Welterweight']
1477,Luke Caudillo,17.0,0.0,0.0,0.5,17.5,0.0,2.0,0.0,['Lightweight']
1478,Marc-Andre Barriault,72.11,0.11,0.0,0.22,72.44,4.0,5.0,0.44,['Middleweight']
1479,Kalindra Faria,17.0,0.67,0.33,0.0,18.0,0.0,3.0,0.0,"[""Women's Flyweight""]"
1480,Rodolfo Rubio Perez,17.0,2.0,0.0,0.0,19.0,0.0,1.0,0.0,['Featherweight']
1481,Syuri Kondo,61.5,0.0,0.25,0.0,61.75,1.0,3.0,0.25,"[""Women's Strawweight""]"
1482,Junior Albini,23.2,0.6,0.0,0.2,24.0,1.0,4.0,0.2,['Heavyweight']
1483,Sheila Gaff,5.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,"[""Women's Bantamweight""]"
1484,Cameron Dollar,24.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,['Lightweight']
1485,CJ Vergara,75.0,0.0,0.2,0.0,75.2,3.0,2.0,0.6,['Flyweight']
1486,Anna Elmose,34.5,0.0,0.0,0.5,35.0,0.0,2.0,0.0,"[""Women's Strawweight"" ""Women's Bantamweight""]"
1487,Ron Stallings,30.0,0.0,0.0,0.0,30.0,1.0,1.0,0.5,['Middleweight']
1488,Luiz Cane,31.12,0.12,0.12,0.75,32.11,4.0,4.0,0.5,['Middleweight' 'Light Heavyweight']
1489,Jonathan Pearce,43.29,3.43,0.57,0.0,47.29,5.0,2.0,0.71,['Featherweight' 'Lightweight']
1490,Seth Baczynski,28.18,0.55,0.45,0.18,29.36,5.0,6.0,0.45,['Welterweight' 'Middleweight']
1491,Kenny Florian,26.57,1.79,0.64,0.07,29.07,12.0,2.0,0.86,['Lightweight' 'Middleweight' 'Featherweight' 'Welterweight']
1492,Molly McCann,61.09,1.18,0.36,0.18,62.81,6.0,5.0,0.55,"[""Women's Flyweight""]"
1493,JJ Aldrich,55.07,0.64,0.0,0.0,55.71,9.0,5.0,0.64,"[""Women's Flyweight"" ""Women's Strawweight""]"
1494,Carlos Eduardo Rocha,13.33,0.0,1.0,0.0,14.33,1.0,2.0,0.33,['Welterweight']
1495,Jason Day,14.0,0.0,0.0,0.0,14.0,1.0,2.0,0.33,['Middleweight']
1496,Matt Sayles,41.75,0.25,0.5,0.0,42.5,1.0,3.0,0.25,['Lightweight' 'Featherweight']
1497,Rob Yundt,3.5,0.5,0.0,0.0,4.0,0.0,2.0,0.0,['Middleweight']
1498,Bryan Battle,36.0,0.5,0.33,0.33,37.16,5.0,1.0,0.83,['Welterweight' 'Middleweight']
1499,Paddy Pimblett,32.5,0.5,1.25,0.25,34.5,4.0,0.0,1.0,['Lightweight']
1500,Carlton Minus,77.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,['Welterweight']
1501,Todd Duffee,20.33,0.17,0.0,0.67,21.17,4.0,2.0,0.67,['Heavyweight']
1502,Tyson Nam,36.5,0.0,0.0,0.38,36.88,3.0,5.0,0.38,['Flyweight' 'Bantamweight']
1503,Mike Guymon,16.5,0.75,0.5,0.0,17.75,1.0,3.0,0.25,['Welterweight']
1504,Phil Hawes,42.57,1.14,0.14,0.29,44.14,4.0,3.0,0.57,['Middleweight']
1505,Paul Jones,13.0,0.0,1.0,0.0,14.0,1.0,1.0,0.5,['Middleweight']
1506,Jason Thacker,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Middleweight']
1507,Robbie Lawler,36.78,0.83,0.0,0.44,38.05,11.0,7.0,0.61,['Welterweight' 'Middleweight']
1508,Carlo Pedersoli Jr.,28.67,1.33,0.0,0.0,30.0,1.0,2.0,0.33,['Welterweight']
1509,Gustavo Lopez,31.0,1.67,0.67,0.0,33.34,2.0,1.0,0.67,['Bantamweight']
1510,Kennedy Nzechukwu,41.4,0.5,0.2,0.2,42.300000000000004,6.0,4.0,0.6,['Light Heavyweight']
1511,Neil Grove,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,['Heavyweight']
1512,Erik Perez,31.67,2.11,0.11,0.33,34.22,7.0,2.0,0.78,['Bantamweight']
1513,Raphael Pessoa,19.33,0.0,0.0,0.33,19.659999999999997,1.0,2.0,0.33,['Heavyweight']
1514,Anderson Dos Santos,31.0,0.75,0.5,0.0,32.25,1.0,3.0,0.25,['Bantamweight' 'Featherweight']
1515,Mike Russow,16.33,3.0,0.33,0.17,19.83,4.0,2.0,0.67,['Heavyweight']
1516,Lauren Mueller,44.0,0.75,0.0,0.0,44.75,1.0,3.0,0.25,"[""Women's Flyweight""]"
1517,Tim McKenzie,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Middleweight']
1518,Nate Loughran,13.0,0.0,1.0,0.0,14.0,1.0,1.0,0.5,['Middleweight']
1519,Andy Ogle,27.17,1.17,0.0,0.17,28.510000000000005,1.0,5.0,0.17,['Featherweight']
1520,Fernando Padilla,46.0,0.0,0.0,0.5,46.5,1.0,1.0,0.5,['Featherweight']
1521,Alexandre Pantoja,42.67,0.92,0.83,0.25,44.67,9.0,3.0,0.75,['Flyweight']
1522,Paul Rodriguez,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,['Welterweight']
1523,Nicolae Negumereanu,35.0,0.67,0.0,0.0,35.67,4.0,2.0,0.67,['Light Heavyweight']
1524,Katlyn Chookagian,64.88,0.25,0.31,0.06,65.5,11.0,5.0,0.69,"[""Women's Flyweight"" ""Women's Bantamweight""]"
1525,Tulio Palhares,31.0,4.0,0.0,0.0,35.0,1.0,0.0,1.0,['Middleweight']
1526,Emily Kagan,31.5,1.5,0.0,0.0,33.0,0.0,2.0,0.0,"[""Women's Strawweight""]"
1527,Nina Nunes,60.22,0.22,0.44,0.0,60.879999999999995,5.0,4.0,0.56,"[""Women's Strawweight"" ""Women's Flyweight""]"
1528,Viacheslav Borshchev,63.8,0.0,0.0,0.8,64.6,2.0,3.0,0.4,['Lightweight']
1529,Alexandre Barros,8.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,['Welterweight']
1530,Hermes Franca,22.89,1.44,2.11,0.33,26.77,5.0,4.0,0.56,['Lightweight']
1531,Jack May,12.5,0.5,0.0,0.0,13.0,0.0,2.0,0.0,['Heavyweight']
1532,Jeff Curran,27.0,0.0,0.67,0.0,27.67,0.0,3.0,0.0,['Bantamweight' 'Lightweight']
1533,Amir Albazi,32.25,1.5,0.5,0.5,34.75,4.0,0.0,1.0,['Flyweight' 'Bantamweight']
1534,Bec Rawlings,54.0,0.57,0.29,0.0,54.86,2.0,5.0,0.29,"[""Women's Flyweight"" ""Women's Strawweight""]"
1535,Dongi Yang,43.8,1.4,0.4,0.4,45.99999999999999,2.0,3.0,0.4,['Middleweight']
1536,Yosdenis Cedeno,20.5,0.0,0.25,0.25,21.0,1.0,3.0,0.25,['Lightweight']
1537,Justin Salas,24.14,1.14,0.0,0.14,25.42,3.0,4.0,0.43,['Lightweight']
1538,Mehdi Baghdad,30.5,0.0,0.0,0.5,31.0,0.0,2.0,0.0,['Lightweight']
1539,Daniel Pineda,24.83,0.92,0.92,0.17,26.840000000000003,5.0,7.0,0.42,['Featherweight']
1540,Ikram Aliskerov,23.0,0.0,0.0,1.0,24.0,2.0,0.0,1.0,['Middleweight']
1541,Elizeu Zaleski dos Santos,56.71,0.36,0.36,0.14,57.57,10.0,4.0,0.71,['Welterweight']
1542,Kevin Ferguson,5.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,['Heavyweight']
1543,Rodrigo Nascimento,41.4,1.0,0.4,0.0,42.8,4.0,1.0,0.8,['Heavyweight']
1544,Luana Santos,63.0,0.0,0.0,0.0,63.0,1.0,0.0,1.0,"[""Women's Flyweight""]"
1545,Vernon White,29.0,0.5,0.0,0.0,29.5,1.0,1.0,0.5,['Light Heavyweight' 'Heavyweight']
1546,Yusaku Kinoshita,13.5,0.0,0.0,0.0,13.5,0.0,2.0,0.0,['Welterweight']
1547,Brandon Vera,29.79,0.5,0.07,0.5,30.86,8.0,6.0,0.57,['Heavyweight' 'Light Heavyweight']
1548,Goran Reljic,22.5,1.5,1.0,0.25,25.25,1.0,3.0,0.25,['Light Heavyweight' 'Middleweight']
1549,Tom Egan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,['Welterweight']
1550,Jason High,8.4,1.6,1.8,0.0,11.8,2.0,3.0,0.4,['Lightweight' 'Welterweight']
1551,Luigi Vendramini,19.0,0.5,0.25,0.25,20.0,1.0,3.0,0.25,['Lightweight' 'Welterweight']
1552,Mark Coleman,22.4,3.0,0.0,0.0,25.4,1.0,4.0,0.2,['Light Heavyweight' 'Heavyweight']
1553,Alexis Dufresne,28.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,"[""Women's Bantamweight""]"
1554,Paul Sass,3.0,0.2,2.8,0.0,6.0,3.0,2.0,0.6,['Lightweight']
1555,Sergey Morozov,37.4,3.0,0.0,0.2,40.6,3.0,2.0,0.6,['Bantamweight']
1556,Michael McDonald,23.75,0.75,0.88,0.62,26.0,6.0,2.0,0.75,['Bantamweight']
1557,Rinya Nakamura,23.5,2.0,1.5,1.0,28.0,2.0,0.0,1.0,['Bantamweight']
1558,Dokonjonosuke Mishima,3.5,1.0,1.0,0.0,5.5,0.0,2.0,0.0,['Lightweight']
1559,Tarec Saffiedine,48.0,0.6,0.0,0.0,48.6,1.0,4.0,0.2,['Welterweight']
1560,Ronnie Lawrence,46.0,5.0,0.0,1.0,52.0,2.0,1.0,0.67,['Bantamweight']
1561,Chris Liguori,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Middleweight']
1562,Ronda Rousey,14.75,1.0,0.62,0.25,16.62,6.0,2.0,0.75,"[""Women's Bantamweight""]"
1563,Mike Lullo,31.5,1.0,0.5,0.0,33.0,0.0,2.0,0.0,['Featherweight' 'Lightweight']
1564,Virna Jandiroba,27.25,1.88,0.75,0.12,30.0,5.0,3.0,0.62,"[""Women's Strawweight""]"
1565,Bassil Hafez,32.0,3.0,0.0,0.0,35.0,0.0,1.0,0.0,['Welterweight']
1566,Themba Gorimbo,19.5,2.5,0.0,0.5,22.5,1.0,1.0,0.5,['Welterweight']
1567,Leandro Silva,31.29,1.43,0.29,0.0,33.01,3.0,4.0,0.43,['Lightweight' 'Welterweight']
1568,Andrei Arlovski,35.34,0.24,0.13,0.26,35.970000000000006,23.0,15.0,0.61,['Heavyweight']
1569,Jumabieke Tuerxun,17.0,0.33,0.67,0.0,18.0,0.0,3.0,0.0,['Bantamweight' 'Featherweight']
1570,Michael Graves,15.67,4.0,0.33,0.0,20.0,3.0,0.0,1.0,['Welterweight']
1571,Viscardi Andrade,38.0,1.5,0.25,0.5,40.25,3.0,1.0,0.75,['Welterweight']
1572,Jodie Esquibel,61.5,0.75,0.0,0.0,62.25,0.0,4.0,0.0,"[""Women's Strawweight""]"
1573,Darrel Gholar,4.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,['Middleweight']
1574,Jason Reinhardt,1.33,0.33,0.0,0.0,1.6600000000000001,0.0,3.0,0.0,['Bantamweight' 'Featherweight' 'Lightweight']
1575,John Teixeira,52.0,1.0,0.0,0.0,53.0,0.0,1.0,0.0,['Featherweight']
1576,Jailton Almeida,24.25,1.75,0.5,0.0,26.5,4.0,0.0,1.0,['Heavyweight' 'Light Heavyweight']
1577,Zak Cummings,35.29,0.5,0.5,0.57,36.86,10.0,4.0,0.71,['Middleweight' 'Welterweight' 'Light Heavyweight']
1578,Godofredo Pepey,17.18,0.18,0.73,0.09,18.18,5.0,6.0,0.45,['Featherweight']
1579,Albert Duraev,39.25,1.5,0.25,0.0,41.0,2.0,2.0,0.5,['Middleweight']
1580,Garrett Armfield,33.0,0.0,0.0,0.5,33.5,1.0,1.0,0.5,['Featherweight' 'Bantamweight']
1581,John Lineker,61.13,0.47,0.53,0.8,62.93,11.0,4.0,0.73,['Bantamweight' 'Flyweight']
1582,Don Shainis,26.5,0.5,1.0,0.0,28.0,0.0,2.0,0.0,['Featherweight']
1583,David Loiseau,18.12,0.25,0.12,0.38,18.87,4.0,4.0,0.5,['Middleweight']
1584,Laureano Staropoli,49.67,0.83,0.0,0.0,50.5,2.0,4.0,0.33,['Middleweight' 'Welterweight']
1585,Tamdan McCrory,17.78,1.22,1.22,0.0,20.22,4.0,5.0,0.44,['Middleweight' 'Welterweight']
1586,Joaquin Buckley,38.55,1.0,0.0,0.64,40.19,7.0,4.0,0.64,['Middleweight' 'Welterweight']
1587,Josh Barnett,28.62,0.5,0.5,0.12,29.740000000000002,5.0,3.0,0.62,['Heavyweight']
1588,Johnny Eduardo,25.5,0.12,0.25,0.25,26.12,3.0,5.0,0.38,['Bantamweight']
1589,Gilbert Smith,14.0,3.0,1.0,0.0,18.0,0.0,1.0,0.0,['Middleweight']
1590,Ian Garry,74.83,0.5,0.0,0.67,76.0,6.0,0.0,1.0,['Welterweight']
1591,Mike Grundy,21.25,2.75,0.25,0.25,24.5,1.0,3.0,0.25,['Featherweight']
1592,Brian Cobb,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,['Lightweight']
1593,Journey Newson,30.5,0.5,0.25,0.0,31.25,1.0,3.0,0.25,['Bantamweight']
1594,Flavio Luiz Moura,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,['Middleweight']
1595,Ludovit Klein,44.14,1.29,0.0,0.29,45.72,4.0,3.0,0.57,['Lightweight' 'Featherweight']
1596,Wes Sims,9.0,0.0,1.5,0.0,10.5,0.0,2.0,0.0,['Heavyweight']
1597,Roger Huerta,41.62,1.62,0.38,0.0,43.62,6.0,2.0,0.75,['Lightweight']
1598,Viktor Pesta,15.8,2.2,0.0,0.0,18.0,1.0,4.0,0.2,['Heavyweight']
1599,JP Buys,9.0,0.25,1.0,0.0,10.25,0.0,4.0,0.0,['Bantamweight' 'Flyweight']
1600,Miguel Baeza,45.17,0.33,1.0,0.5,47.0,3.0,3.0,0.5,['Welterweight']
1601,Antoni Hardonk,21.75,0.0,0.38,0.38,22.509999999999998,4.0,4.0,0.5,['Heavyweight']
1602,Josh Koscheck,17.17,1.62,0.29,0.17,19.250000000000004,15.0,9.0,0.62,['Welterweight' 'Middleweight']
1603,Tedd Williams,17.0,0.5,0.0,0.5,18.0,1.0,1.0,0.5,['Heavyweight']
1604,Anthony Ivy,20.0,2.5,0.0,0.0,22.5,0.0,2.0,0.0,['Welterweight']
1605,Dan Hardy,33.33,0.67,0.33,0.33,34.66,6.0,3.0,0.67,['Welterweight']
1606,Benoit Saint Denis,39.5,2.17,0.67,0.67,43.010000000000005,5.0,1.0,0.83,['Welterweight' 'Lightweight']
1607,Farid Basharat,31.0,2.5,0.5,0.0,34.0,2.0,0.0,1.0,['Bantamweight']
1608,Loik Radzhabov,29.5,5.5,0.0,0.0,35.0,1.0,1.0,0.5,['Lightweight']
1609,Shane Primm,7.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,['Light Heavyweight']
1610,Koji Oishi,1.5,1.5,0.0,0.0,3.0,0.0,2.0,0.0,['Welterweight' 'Lightweight']
1611,Damian Grabowski,23.33,0.0,0.0,0.0,23.33,0.0,3.0,0.0,['Heavyweight']
1612,Parker Porter,46.12,0.62,0.12,0.0,46.85999999999999,4.0,4.0,0.5,['Heavyweight']
1613,Neil Magny,43.5,1.82,0.21,0.07,45.6,20.0,8.0,0.71,['Welterweight']
1614,Amanda Cooper,29.0,0.83,1.0,0.0,30.83,2.0,4.0,0.33,"[""Women's Strawweight""]"
1615,Mizuki,68.33,0.33,0.0,0.0,68.66,2.0,1.0,0.67,"[""Women's Strawweight"" ""Women's Flyweight""]"
1616,Chris Indich,13.0,0.5,1.0,0.0,14.5,0.0,2.0,0.0,['Welterweight']
1617,Niklas Backstrom,7.67,1.33,1.0,0.0,10.0,1.0,2.0,0.33,['Featherweight']
1618,Jay Perrin,44.67,1.67,0.0,0.0,46.34,0.0,3.0,0.0,['Bantamweight']
1619,TJ Brown,42.75,2.62,1.12,0.0,46.489999999999995,3.0,5.0,0.38,['Featherweight' 'Lightweight']
1620,Yushin Okami,24.43,1.57,0.43,0.19,26.62,14.0,7.0,0.67,['Welterweight' 'Light Heavyweight' 'Middleweight']
1621,Mark Bocek,26.69,2.77,1.0,0.0,30.46,8.0,5.0,0.62,['Lightweight']
1622,Mike Ricci,27.0,0.67,0.0,0.0,27.67,1.0,2.0,0.33,['Lightweight' 'Welterweight']
1623,Cole Williams,1.5,0.0,0.0,0.0,1.5,0.0,2.0,0.0,['Welterweight']
1624,CJ Keith,4.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,['Lightweight']
1625,Joao Pierini,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Lightweight']
1626,Martin Sano,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,['Welterweight']
1627,Mike Santiago,25.0,1.67,0.67,0.0,27.340000000000003,0.0,3.0,0.0,['Featherweight']
1628,Jason Von Flue,15.0,0.67,1.0,0.0,16.67,1.0,2.0,0.33,['Welterweight']
1629,Alvin Robinson,14.25,0.75,0.75,0.0,15.75,1.0,3.0,0.25,['Lightweight']
1630,Jennifer Maia,67.73,0.36,0.09,0.0,68.18,6.0,5.0,0.55,"[""Women's Flyweight""]"
1631,Yves Edwards,27.1,0.3,0.5,0.4,28.3,10.0,10.0,0.5,['Lightweight' 'Welterweight']
1632,Benji Radach,16.5,0.0,0.0,0.5,17.0,1.0,1.0,0.5,['Welterweight']
1633,Raphael Assuncao,41.37,1.26,0.11,0.11,42.849999999999994,12.0,7.0,0.63,['Bantamweight' 'Featherweight']
1634,Muslim Salikhov,38.44,1.0,0.0,0.33,39.769999999999996,6.0,3.0,0.67,['Welterweight']
1635,Yana Santos,50.22,0.89,0.11,0.0,51.22,4.0,5.0,0.44,"[""Women's Featherweight"" ""Women's Bantamweight""]"
1636,Tonya Evinger,15.67,0.67,0.0,0.0,16.34,0.0,3.0,0.0,"[""Women's Bantamweight"" ""Women's Featherweight""]"
1637,Allan Zuniga,59.0,0.0,1.0,0.0,60.0,0.0,1.0,0.0,['Lightweight']
1638,Shane Young,59.17,0.33,0.0,0.17,59.67,2.0,4.0,0.33,['Featherweight']
1639,Chris Heatherly,6.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,['Welterweight']
1640,Vinicius Queiroz,47.0,5.0,0.0,0.0,52.0,0.0,1.0,0.0,['Heavyweight']
1641,Mark De La Rosa,37.29,0.43,0.14,0.0,37.86,2.0,5.0,0.29,['Bantamweight' 'Flyweight']
1642,Sara McMann,19.92,2.08,0.31,0.08,22.389999999999997,7.0,6.0,0.54,"[""Women's Bantamweight""]"
1643,Rony Jason,18.75,0.38,0.38,0.25,19.759999999999998,4.0,4.0,0.5,['Featherweight']
1644,Curtis Blaydes,30.93,2.67,0.0,0.13,33.730000000000004,11.0,4.0,0.73,['Heavyweight']
1645,Matt Dwyer,22.0,0.25,0.0,0.5,22.75,1.0,3.0,0.25,['Welterweight']
1646,Denise Gomes,38.0,1.0,0.75,0.5,40.25,2.0,2.0,0.5,"[""Women's Strawweight""]"
1647,Valmir Lazaro,73.0,1.33,0.0,0.0,74.33,1.0,2.0,0.33,['Lightweight']
1648,Chuck Liddell,23.86,0.24,0.0,0.57,24.669999999999998,14.0,7.0,0.67,['Light Heavyweight' 'Middleweight']
1649,Jay Cucciniello,14.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,['Featherweight']
1650,Hannah Goldy,42.6,0.6,0.2,0.0,43.400000000000006,1.0,4.0,0.2,"[""Women's Strawweight"" ""Women's Flyweight""]"
1651,Diego Rivas,17.25,1.5,0.75,0.25,19.75,2.0,2.0,0.5,['Bantamweight' 'Featherweight']
1652,Lowell Anderson,9.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,['Middleweight']
1653,Diego Ferreira,42.07,0.43,0.43,0.21,43.14,9.0,5.0,0.64,['Lightweight']
1654,Josh Rafferty,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,['Welterweight']
